text,label
Asta este tot ce fac ei?,ron
Sensul acestei propoziții este vag.,ron
Zombii sunt răi.,ron
"De asemenea voi atinge subiecte referitoare la relaţiile Republicii Moldova cu România, Rusia, Uniunea Europeană.",ron
Pisicilor le plac cutiile.,ron
Franţa este în Europa de Vest.,ron
Tom era fericit cu situația.,ron
Nu vreau să-mi petrec restul vieții mele regretându-l.,ron
Asta a fost un iepuraș parșiv.,ron
„Unde este Laurie?” „Este în bucătărie.”,ron
Mi-am pierdut pisica.,ron
Nu pari foarte în formă astăzi.,ron
Aș prefera să nu fac asta de unul singur.,ron
Nu este mașina mea.,ron
Calculatorul are probleme.,ron
Tom nici nu știe că sunt aici.,ron
Se pare că am rămas fără ceai.,ron
Te rog stinge lumina înainte de a te culca.,ron
"Copacul, mare și urât, distruge frumusețea casei.",ron
Îmi plac foarte mult câinii .,ron
Iubesc golful.,ron
No había ningún gato.,spa
¿Dónde comiste?,spa
No podemos dejar solo a Tom.,spa
¿Cuánto cuesta este sombrero rojo?,spa
Estos números son coordenadas geográficas.,spa
"Tom también quiere ir de picnic, deberíamos invitarle.",spa
Estaba de mal humor.,spa
Su hijo la sigue a dondequiera que vaya.,spa
¿Qué te ha solicitado?,spa
Argelia está perdiendo enormes cantidades de dinero.,spa
Lo necesitamos.,spa
Alimenté a las cabras.,spa
Están corriendo en el parque.,spa
Tom ya sabía cómo hacer eso antes de venir a trabajar para nosotros.,spa
Él arrojó la carta al fuego.,spa
Nuestra empresa está planeando construir una nueva planta química en Rusia.,spa
Ella fue a la peluquería.,spa
Ya habían terminado el trabajo.,spa
¿Te gusta Joseph como nombre?,spa
¿Hay algo que pueda hacer para ayudar?,spa
Adopte mis frases no nativas para mejorarlas.,spa
Él fue un gran músico.,spa
Tengo un perro muy bonito.,spa
Ella es demasiado joven para entender.,spa
¿Cuál es tu segundo idioma?,spa
No veo qué de todo esto tiene que ver conmigo.,spa
Realmente eres demasiado amable.,spa
"Quizá el lápiz sea más fuerte que la espada, pero no es más fuerte que el sacapuntas.",spa
Él le regaló a su padre una corbata exactamente igual a la que le había regalado el año anterior.,spa
Él tiene más dinero de lo que se necesita.,spa
Es del tamaño perfecto.,spa
"Para distinguir unas cosas de otras, las comparamos.",spa
Tom tiene mucho más dinero que yo.,spa
Acabo de vencerla.,spa
Él pela su manzana.,spa
Esto no va a funcionar.,spa
Los acentos británicos varían muchísimo.,spa
Tom se fue a casa enojado.,spa
"De seguro, ellos van a manejar bien esto.",spa
Bajé al pozo a por agua pero tuve que esperar mi turno durante casi una hora.,spa
Esta tablet es muy cara.,spa
"No voy a volver a usar típex de brocha, el otro día se me cayó y me dejó una mancha blanca en mitad de los apuntes.",spa
¿Cuánto tiempo duró?,spa
"Por favor, abrí esta caja.",spa
Me gusta aprender cosas nuevas.,spa
Mi gatito fue atropellado.,spa
Tom estaba totalmente perdido.,spa
Tom estaba borracho y dijo algunas cosas que no debería haber dicho.,spa
"De hecho, mantengo la alacena cerrada.",spa
La causa más frecuente de pérdida de optimismo es la adquisición de experiencia.,spa
El mundo no lo reconoció.,spa
Tom se comió todo el chocolate.,spa
¿Cómo se pronuncia esta palabra en italiano?,spa
Es una propuesta utópica.,spa
¡Vete tú solo!,spa
Ya está libre la ducha.,spa
Dice que te llamará luego.,spa
Embriaguémonos.,spa
¿Yo qué sé?,spa
Creo en mi marido.,spa
¿Ya terminaste de desayunar?,spa
Posiblemente haga buen día mañana.,spa
Siempre pensé que Tom y Mary eran una buena pareja.,spa
El camote es grande.,spa
No queda lejos de aquí.,spa
Se sospecha que aún quedan por descubrir infinidad de especies marinas abisales.,spa
Julia da un beso a su hija.,spa
El dedo más grande de la mano es el pulgar.,spa
Soy un pato. Hablo inglés.,spa
¿Por qué nos odia todo el mundo?,spa
No te vayas sin decir adiós.,spa
Afuera está completamente oscuro.,spa
El rinoceronte lanudo acabó por extinguirse.,spa
Parece que la temporada de lluvias finalmente ha acabado.,spa
El francés es difícil de aprender.,spa
No intentes ser lo que no eres.,spa
Traigo dulces para los niños.,spa
El tenedor tiene torcidos los dientes.,spa
No tienes absolutamente ningún motivo para quejarte por algo.,spa
¿Dónde puedo comprar un billete?,spa
Se mantuvo apartado de la vida pública.,spa
Los libros son alfombras voladoras hacia el reino de la fantasía.,spa
No hagas dos cosas a la vez.,spa
México es un país de Norteamérica.,spa
Tom es un doctor ahora.,spa
Todos los días busco en el diccionario diez palabras nuevas.,spa
¡Qué gran idea!,spa
Lo están buscando.,spa
La comunicación toma múltiples formas.,spa
No soporto el sabor de las alcaparras.,spa
Él no sabe conducir un auto.,spa
Mi padre se presentó a un concurso culinario y lo ganó.,spa
Tom no sabe quedarse quieto.,spa
Estoy cansado de leer.,spa
La mayoría de la gente negra tiene el cabello crespo.,spa
El aroma de esta flor evoca en mí mi niñez.,spa
¿Dónde está el portátil?,spa
Estamos ladrando como perros.,spa
Necesito una pértiga para el rodillo.,spa
Está así de empalagoso porque Mary siempre le pone demasiado azúcar.,spa
Él es un hombre de palabra.,spa
Eso no fue idea mía.,spa
Continuaré a chequear.,spa
¿Estabas presente cuando ocurrió el accidente?,spa
"Son solo las cinco de la mañana, y sin embargo afuera es de día.",spa
Mi hermana era una mujer muy bella.,spa
Tom tiene una hija muy guapa.,spa
Tuvimos unas cosechas extremadamente buenas este año.,spa
"La Amazonía es una vasta área en el norte de América del Sur, cuyo río principal es el Amazonas.",spa
Las mujeres hermosas son a la vez cielo e infierno.,spa
No difiero totalmente de tu parecer pero creo esencial matizarlo un poco.,spa
El local estaba vacío.,spa
Le gusta empinar el codo.,spa
Tu camisa está manchada.,spa
Es el hotel más grande de la ciudad.,spa
Ella está en cama con fiebre.,spa
Adolfo es de Bolivia. Es boliviano.,spa
Aquel soldado sabe cómo usar lanzallamas y lanzagranadas a la perfección.,spa
Tom está de acuerdo contigo.,spa
Estoy enojada porque alguien robó mi bicicleta.,spa
Tom le pasó a Mary su chaqueta.,spa
Esto es el ajedrez.,spa
"Sí, es aquí a la derecha.",spa
Trabajo de noche.,spa
Hay un hombre en la puerta que quiere verte.,spa
"""Quien piensa, es. La contraposición de eso es: Quien no es, no piensa. ¿Pero también es aplicable al revés? Es decir, ¿el que no piensa no es?"" ""Esa piedra de ahí no piensa y sin embargo es.""",spa
Parece muy simpático.,spa
Creo que es una buena idea.,spa
Mi parabrisas estaba congelado.,spa
También le di uno a Tom.,spa
Durante las vacaciones de verano me he encontrado con una mujer guapa.,spa
La intensa bruma impidió la pesca durante una semana.,spa
¿Cuánto tiempo necesitan ustedes para repararlo?,spa
"Así lucharon, pero ninguno salió vencedor; si uno encajaba un buen golpe, el otro se lo devolvía en el acto.",spa
"La salud no lo es todo, pero sin salud, todo lo demás es nada.",spa
"A canas honradas, no hay puertas cerradas.",spa
¿Cuándo ocurrió eso?,spa
Nunca había visto un OVNI por fuera hasta ahora.,spa
Tom intentó mantener la calma.,spa
¿Este bus se dirige al museo?,spa
No me trates como si fuese un crío.,spa
Tom se afeita las piernas.,spa
La bebé lleva dos semanas en la incubadora.,spa
No llegaron a tiempo.,spa
"Pero si se produjeran otros daños, entonces pagarás vida por vida, ojo por ojo, diente por diente, mano por mano, pie por pie, quemadura por quemadura, herida por herida, cardenal por cardenal.",spa
Todos sabemos lo que acaeció.,spa
¿Qué harías si tuvieras un año libre?,spa
El tren circulaba por ambos lados del muro.,spa
Tom vendió las joyas robadas.,spa
Quería que supieras cómo me siento.,spa
Es un libro de frases y te ayudará a comunicarte.,spa
Yo no sé de dónde vino esto.,spa
No me siento muy bien. Mis amigos no están aquí.,spa
No olvidamos.,spa
¡Traidora!,spa
Modesto hace honor a su nombre.,spa
¿Cuándo fue la última vez que te perdiste el tren?,spa
La señora Harris se preocupa mucho por el futuro de su hijo.,spa
Resulta que es demasiado tarde para ellos.,spa
¿Andas con un bolígrafo?,spa
Era totalmente imposible escapar.,spa
No le digas que estoy aquí.,spa
Todavía tenemos el mismo problema.,spa
¿Puedes en serio?,spa
¿Cuánto tiempo hace que llevas tocando la batería?,spa
El inglés tiene muchos giros idiomáticos.,spa
El Primer Ministro no habla inglés.,spa
Cada año atropellan a miles de personas en las ciudades.,spa
Él era ingenuo.,spa
"Si te encuentras a las hermanas de Orleanu, invítales al cumpleaños de Ruxandra, y no te olvides de su hermano.",spa
¿Por qué unos han de ser míseramente pobres para que otros sean exageradamente ricos?,spa
La construcción de esta nueva instalación militar costó medio millón de reales.,spa
Eres el único que puede protegerlas.,spa
¡Volveremos a luchar!,spa
Fue ayer que me compré un coche en Derry.,spa
"Es él, ¿no?",spa
Kioto fue antaño la capital de Japón.,spa
El defensa le ha hecho falta.,spa
Hay una cruz enorme sobre el Valle de los Caídos.,spa
Había cinco pacientes en la sala de espera.,spa
¿Dónde está la tumba del profeta?,spa
Cada día nace gente talentosa.,spa
"Tom intentó caminar por encima del agua, pero se hundió hasta el fondo.",spa
Quiero saber cómo sabes eso.,spa
¿Alguna vez has tenido una experiencia extracorporal?,spa
El tranvía atravesó por debajo del puente.,spa
Tom tiene una esposa.,spa
El incesto es un tabú que se encuentra en casi todas las culturas.,spa
Tarde o temprano tendremos que comprar un televisor nuevo porque el de ahora es de un modelo muy viejo.,spa
Nadie te creyó.,spa
Turquía es un país católico ocupado por musulmanes.,spa
Está aquí para espiarnos.,spa
Él prefiere la calma.,spa
¿A qué hora te quieres encontrar?,spa
En ese país el gobierno controla los precios.,spa
Le encanta jugar al fútbol.,spa
Ella le compró un diccionario a su hermana.,spa
"Vamos, háganlo.",spa
Debemos estar listos para cualquier cosa.,spa
Ella presume que él es inocente.,spa
Me duele tanto el hombro que no sé qué hacer.,spa
Parecen piadosísimos pero son pura hipocresía en acción.,spa
Mi hermana se parece a mi abuela.,spa
Ella pagó 5 dólares por la comida.,spa
Estará con él toda la mañana.,spa
Cada vez está más difícil ganarse la vida.,spa
Come lo que quieres.,spa
Deberías esforzarte para mejorar tu inglés.,spa
Los niños estaban bien cuidados.,spa
¿Hablaste con Tom ayer?,spa
Yo olvidé comprar un regalo para ti.,spa
"Si estuviera en tu lugar, le echaría una mano.",spa
Este restaurante tiene un montón de comentarios positivos y poquísimos negativos.,spa
"«No llegues tarde, ¿de acuerdo?» «Pero si el profesor también llega tarde, entonces no cuenta, ¿verdad?»",spa
La oficina de correos está cerrada.,spa
¿Las religiones monoteístas valoran a las mujeres?,spa
Esta es la central eléctrica más grande de toda Finlandia.,spa
Llegaremos demasiado tarde.,spa
Tu camisa ha perdido un botón.,spa
No tendrías que haberte apresurado hasta el aeropuerto.,spa
Paren de perder el tiempo y vuelvan al trabajo.,spa
No quisiera ser yo culpable de ese error.,spa
Tom fingió no saber nada acerca de la situación.,spa
Este hospital tiene muchas máquinas nuevas.,spa
Ella es una soñadora.,spa
¿De verdad necesitas un coche?,spa
Compramos cederrones.,spa
La ira es una energía.,spa
Los gatos no descienden de los perros.,spa
Deja pasar.,spa
Estudiaba francés cuando estaba en la prepa.,spa
Me gustaría abrir una cuenta de ahorros.,spa
Oyeron un ruido detrás de ellos.,spa
"Si se le diera otra oportunidad, él lo haría lo mejor que pudiera.",spa
¿Te queda claro que no es verdad?,spa
Entre las edades de 13 y 16 un niño se desarrolla rápidamente.,spa
Su pelo está mojado con el sudor.,spa
Tom debería ser avisado.,spa
"Lamentablemente, no comparto tu opinión.",spa
Estabas feliz.,spa
No dejes que se beba este zumo.,spa
A veces me siento cansado de caminar.,spa
El chico come pan.,spa
Tom guardó sus libros viejos debajo de su cama.,spa
Mamá ha puesto la mesa.,spa
Tom no se sorprendió de que Mary llegase pronto.,spa
"El galio es un metal plomizo, porque tiene un color muy similar al del plomo.",spa
¿Ganaste tú?,spa
Vladimir condujo el carro ayer.,spa
Ellas comen.,spa
Él debe haber entrado a este cuarto.,spa
¡Ni siquiera pienses en comerte mi chocolate!,spa
Llegué cansado.,spa
Tom se siente mareado.,spa
¿Cuánto tiempo vivieron en Inglaterra?,spa
Es mejor si os quedáis solas.,spa
"Uno puede tener tres mil o cuatro mil conocidos, pero siempre habla solo de seis o siete.",spa
¿Cómo se ligan o desligan frases?,spa
Este trabajo involucra un montón de trabajo duro.,spa
¿Querés ir a Alemania conmigo?,spa
Has estado fuera tantos años.,spa
"¡Ten cuidado con lo que dices, Tom!",spa
No pienses demasiado al respecto.,spa
¡Apurensen nenas!,spa
Acaba de parar de llover.,spa
Tom necesitó tiempo para reflexionar las cosas.,spa
"Una vez acabes, paga la cuenta.",spa
Ella se puso a llorar al ver mi rostro.,spa
No tiene que ir a la escuela los sábados.,spa
Todos tenemos que morir algún día.,spa
No se permite fumar dentro del ascensor.,spa
Él se llama Dupont.,spa
Tienes que salir ahora mismo.,spa
"¿Cómo tienen que escribir ""hora"" en esperanto?",spa
Austria es una república parlamentaria en Europa Central que consiste de nueve estados federales.,spa
Lo hicieron en un pispás.,spa
Fíjate por dónde andas.,spa
No quiero una dentadura postiza.,spa
Eso fue malo.,spa
Tú sabes lo que quiero decir.,spa
Lo mires como lo mires es tu hermano mayor.,spa
Vos tenés que venir conmigo.,spa
A mi camisa le faltan botones.,spa
Él está cautivado por ese libro.,spa
A Tom le gusta leer subtítulos en inglés viendo películas en inglés.,spa
"Fuimos fundados bajo el ideal de que todos somos creados iguales, y hemos derramado sangre y luchado durante siglos para dar significado a estas palabras, dentro de nuestras fronteras y por todo el mundo.",spa
Su comportamiento es desagradable.,spa
No me dejes nuevamente.,spa
No me ha dado el cambio exacto.,spa
Proyectos como Wikcionario pueden servir de gran ayuda a lenguas que se hayan en declive o con grandes dificultades.,spa
Me parece que Mary quiere ser profesora.,spa
Ken ha memorizado un gran número de canciones japonesas.,spa
¿Dónde y cuándo llegaste a conocerla?,spa
Estoy en Boston.,spa
Tom está aprendiendo aikido.,spa
Ella sabía que John la quería.,spa
Las malas noticias llegan antes que las buenas.,spa
Deberíamos abandonar las drogas.,spa
Dijo que estábamos en peligro.,spa
Aquel trabajo está casi terminado.,spa
Las llaves están encima de la mesa.,spa
Llegué al pueblo antes de que oscureciera.,spa
No dejes que tu imaginación ande suelta.,spa
No sabía que estarían aquí.,spa
"Después de una hora limpiando, el baño quedó reluciente.",spa
Han pasado tres días y no hemos avanzado nada.,spa
Dejad de chillar.,spa
¿Cuándo abre el banco?,spa
El agua goteaba por el codo de la cañería.,spa
Tiene miedo de todo.,spa
"La confianza en ella ha de basarse en hechos, no en pálpitos.",spa
¿Por qué no le preguntas a Tom directamente?,spa
¿Cómo está tu abuelo?,spa
¡Sigan sentados!,spa
A veces las urracas decapitan a los polluelos de paloma torcaz en sus nidos y luego arrojan el cadáver al suelo.,spa
Pensé que Tom ya había hablado con María al respecto.,spa
¿Te saqué la duda?,spa
"Tras mucha consideración, los promotores presentaron su plan a través de un proyecto de ley, sin embargo, las posibles críticas en el Parlamento quizás no les dejen otra alternativa que cambiar de ruta.",spa
Él sería la última persona en romper su palabra.,spa
Ella es incapaz de engañar.,spa
Eso ya lo solucioné hace años.,spa
¿Eres serbia?,spa
"Me gustaría que cada frase de Tatoeba, aunque esté escrita en una lengua conocida, fuera acompañada de al menos una traducción.",spa
Yo no lo apostaría.,spa
¿Hasta qué hora permanece abierta la oficina de correos?,spa
"Cuando ella entró a la cocina, no había nadie.",spa
Creo que él se suicidará si no puede ver a su hijo.,spa
"Muchas cosas cambiaron, ya sabes.",spa
Terminé de traducir por hoy.,spa
Nunca cambie un equipo ganador.,spa
El problema de los residuos radioactivos sigue sin resolverse.,spa
La reconocí en el momento en que salió del bus.,spa
Encontré interesante tu comentario.,spa
Eres más bonita que ella.,spa
"Mañana es mi cumpleaños, y cumpliré 17.",spa
"No se lo robé, se lo pedí prestado con un arma en la mano.",spa
Mary vestía un suéter negro cuando la conocí.,spa
A él le gusta su trabajo.,spa
"Mary sabe que la información y la opinión son dos aspectos totalmente distintos pero, hoy en día, también difusamente interconectados.",spa
Él se declaró a la joven.,spa
¿Me puedes traer otro vaso de cerveza?,spa
Temo por mi vida.,spa
No hay vida en la Luna.,spa
¡Calla y escucha!,spa
Pregúntale en su lugar a él.,spa
Estamos muy cansados.,spa
Cruzamos el río en bote.,spa
¡Liberen a Irán!,spa
Ahora debemos ser muy cuidadosos.,spa
"Perder el conocimiento y no estar aquí ni en ningún otro lugar. Quizás así es morir, decir adiós a esta vida.",spa
Las mujeres hablan de cosas triviales cuando hablan con hombres.,spa
Matías es de Uruguay. Él es uruguayo.,spa
Tú debes de ser más cuidadoso para evitar cometer un error grosero.,spa
Me he sentido como un tonto.,spa
No me presentaré a alcalde.,spa
Fui allí por necesidad.,spa
No andes en bici por la acera.,spa
El halcón ha atrapado a un ratón.,spa
¿Cuándo vas a empezar?,spa
¿No te das cuenta que todo lo que dijo Tom era mentira?,spa
Tengo ojos marrones y pelo castaño.,spa
La mejora del sistema educativo es la tarea central del nuevo ministerio.,spa
¿Por qué estudias tanto?,spa
Nadie comió el pastel.,spa
En mi pueblo apenas hay coches.,spa
Tom no quiere ir con Mary.,spa
"De haber ocurrido en una ciudad, el accidente hubiera provocado un desastre.",spa
Normalmente voy andando a la escuela.,spa
Habla de modo ampuloso y rimbombante pero apenas dice nada en realidad.,spa
"En la última página, María escribió: ¿Dónde dejé mis anteojos?",spa
La muchacha aparenta ser rica.,spa
"¡Por favor te lo pido, no digas semejante cosa!",spa
Ella me mostró su auto nuevo.,spa
¿Te llamó Tom?,spa
La caridad comienza por casa.,spa
"Vete a casa, Tom, que estás tomado.",spa
Su comentario me sacó de mis casillas.,spa
Él es tan inteligente como cualquier otro alumno de la clase.,spa
Tengo que agradecérselo.,spa
Probablemente debería pedir disculpas a Tom.,spa
Quiero comprar piñas.,spa
No conozco a nadie con ese nombre.,spa
Me temo que no tengo talento musical.,spa
Mi nueva laptop es más finita y liviana que la vieja.,spa
Es mi primo por parte de padre.,spa
Tom le compró a Mary un diccionario.,spa
No puedo seguir trabajando ahí; me da mucho vértigo.,spa
Mi sobrino me dijo que iba a usar el cuaderno para escribir una novela sobre un apocalipsis zombi.,spa
Intervino porque quiso.,spa
Tengo fuertes dolores menstruales.,spa
El gato se meneó a través de un hueco en la pared.,spa
"Si tú pagaras, no dirías eso.",spa
A nadie le gusta cocinar.,spa
¿Vas a volver ahora?,spa
En casa de Mary es tradición comer ensaladilla rusa y carne asada todos los domingos.,spa
¡No trates de detenerme! Voy a ir a la fiesta de cualquier modo.,spa
Perdonad pero lo que decís no es cierto.,spa
Eso es nuevo.,spa
Sé que no podéis verlo.,spa
¿Qué pretende hacer?,spa
Una lengua nos permite comunicarnos con otros.,spa
¡Pero qué lindos son estos ratoncitos!,spa
Me ha dado la lata.,spa
La propia Mary se detuvo la tremenda hemorragia y luego se limpió y desinfectó la herida antes de vendársela ella misma.,spa
Creo que deberías hablar con alguien.,spa
La tetera debe estar hirviendo.,spa
Tampoco puedo explicarlo.,spa
¿Por qué lo vendiste?,spa
¿Puedo hacerla por nosotros?,spa
No me gustan nada los alimentos edulcorados.,spa
Tú primera.,spa
Es mi más preciada creación.,spa
¿Alguna vez se cortaron el dedo con un cuchillo?,spa
"Nunca he visto una mangosta, así que no sé cómo son.",spa
¿No la queréis ver?,spa
Tom no puede sentarse quieto ni por un momento.,spa
¿Qué se pasan haciendo la mayor parte de su tiempo las enfermeras?,spa
¿Alguien llamó a la policía?,spa
Es especialista en economía.,spa
¿Has ido alguna vez a una ópera?,spa
Terminé acostándome con él por lástima.,spa
Él no es demasiado buen escritor y creo que lo sabe.,spa
Ella os traicionó.,spa
Toco el piano después de cenar.,spa
A menudo voy al cine.,spa
Él ha estado ausente.,spa
¡Ya hay que tener chiripa para que te ocurra algo así!,spa
Ayer le robaron su bolso.,spa
Duele saber que todo entre nosotros se acabó.,spa
Deberíamos hacerlo todos los lunes.,spa
Ha nevado en el balcón.,spa
Creo que es la razón por la que no te agrado tanto.,spa
Ella no está segura de querer hacer esto.,spa
¿Puedo comer esto?,spa
Peter se ha enamorado de esa chica.,spa
Los trabajos de Oswald Avery estimularon a otros investigadores a profundizar sus estudios sobre la herencia.,spa
Te lo debo todo.,spa
¿Quién ama al hijo?,spa
No hubo dinero para comer.,spa
Tom está en coma.,spa
¿Puedo pagar con mi tarjeta de crédito?,spa
Decidió abandonar el derecho por el arte.,spa
A menudo se queda leyendo hasta altas horas de la noche.,spa
Resolví fácilmente el problema.,spa
Febrero loco y marzo otro poco.,spa
¿Por qué has regresado aquí?,spa
Tom se fue de la ciudad.,spa
Tom no podía abrir la caja.,spa
"Si queremos conocer un país, necesitamos aprender su historia.",spa
¡No sigas tocando la misma cuerda del arpa!,spa
Tom no tiene por qué sentirse culpable.,spa
Te he oído.,spa
Ella vive en Nagasaki.,spa
Tom se cayó del lomo del caballo.,spa
La fuerza y la insensibilidad del espíritu son la mejor armadura que podemos oponer a los males ordinarios y a los accidentes de la vida.,spa
Sami se quejaba de que hacía demasiado calor en el coche.,spa
Él tiene una nariz larga.,spa
Se fueron a Estados Unidos el mes pasado.,spa
"El archivo es demasiado grande, no es enviable por correo electrónico.",spa
Casi todas las células de los eucariotas contienen mitocondrias.,spa
Lo compadezco por tener que soportar a una soplagaitas como ella.,spa
No tratemos ese problema en este momento.,spa
¿Dónde puedo comprar entradas para el teatro?,spa
Son las dos y media.,spa
Tesla nació el 10 de julio de 1856.,spa
Tom siempre tiene hambre al menos una hora antes del almuerzo.,spa
Los alimentos altos en calorías no engordan si se comen de manera moderada.,spa
Tom entró en el edificio equivocado.,spa
Vamos al teatro una vez cada dos semanas.,spa
¿Dónde crees que estamos?,spa
Disculpe ¿cuál es el nombre de este lugar?,spa
El matrimonio entre personas del mismo sexo es una cuestión muy controvertida.,spa
"No sé de qué se trata esa ""memoria visual"".",spa
En alcohol esto se conserva sin problemas.,spa
¿Reparten los domingos?,spa
Los perros aullaban a la luna llena.,spa
No vio a ese enfermo.,spa
Vas a acabar traumatizando a alguien.,spa
Los pájaros tenían hambre.,spa
Mi gato mató a ese ratón.,spa
"Por favor, pon en orden tus papeles.",spa
Si sigues gastando dinero así te vas a quedar sin blanca sin darte cuenta.,spa
¿Regresas mañana?,spa
"Vista desde lejos, la Tierra es una bola azul.",spa
¡Debes adelgazar!,spa
¿Hace cuántos años Tania vive aquí?,spa
Sospechaba que Tom no quería ir a Boston.,spa
Los días pasados no determinan lo qué va a pasar en este año nuevo,spa
Voy a la casa de Tom.,spa
Tengo el rey de espadas.,spa
El cardenal Bergoglio fue elegido Papa por el cónclave. Se dio a sí mismo el nombre de Francisco por San Francisco de Asís.,spa
Quiero verme rico.,spa
Yo quiero aprender chino el próximo año.,spa
"En resumen, él ganó mucho dinero.",spa
"Si repruebas esta asignatura, la vas a tener que retomar el próximo año.",spa
¿Dónde lo dice en las escrituras?,spa
Aquí no hay nadie que pueda ayudarme a hacerlo.,spa
Sabía que Layla decía la verdad.,spa
Él va al trabajo en bicicleta.,spa
¿Dónde está la tía Luisa? Hace tiempo que la estoy buscando.,spa
